customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method
C0343,Sports,Yoga Mat,2.0,374.8,1725753600000000000,CA,Standard
C0022,Books,Rug,5.0,311.48,1719532800000000000,NY,Express
C0121,Electronics,Basketball,3.0,31.62,1724803200000000000,CA,Overnight
C0444,Sports,Cushion,5.0,54.5,1727395200000000000,CA,Overnight
C0337,Home & Garden,Garden Tools,3.0,234.02,1730678400000000000,NY,Express
C0132,Home & Garden,Basketball,3.0,328.9,1722124800000000000,CA,Standard
C0346,Clothing,Jeans,3.0,168.09,1706918400000000000,NY,Express
C0056,Clothing,Hat,4.0,15.8,1719619200000000000,CA,Express
C0185,Electronics,Lamp,5.0,37.16,1735171200000000000,NY,Express
C0181,Books,Headphones,3.0,27.59,1710288000000000000,CA,Standard
C0219,Clothing,Novel,5.0,443.72,1719619200000000000,NY,Express
C0444,Electronics,Cushion,5.0,89.55,1714608000000000000,CA,Overnight
C0285,Electronics,Cookbook,5.0,439.32,1717459200000000000,CA,Express
C0322,Home & Garden,Hat,4.0,193.8,1723680000000000000,NY,Express
C0069,Clothing,Monitor,4.0,48.09,1712188800000000000,CA,Express
C0284,Books,Basketball,3.0,238.16,1705795200000000000,NY,Overnight
C0271,Home & Garden,Headphones,4.0,347.17,1720483200000000000,NY,Express
C0325,Sports,Monitor,3.0,329.89,1727222400000000000,NY,Overnight
C0073,Electronics,Smartphone,2.0,160.76,1727568000000000000,NY,Express
C0021,Books,Rug,5.0,135.7,1709251200000000000,CA,Express
C0254,Sports,T-Shirt,2.0,121.94,1730851200000000000,CA,Standard
C0116,Electronics,Jeans,4.0,346.97,1712534400000000000,CA,Standard
C0131,Sports,Cushion,2.0,476.75,1708992000000000000,CA,Standard
C0081,Clothing,Plant Pot,2.0,326.69,1716336000000000000,NY,Standard
C0423,Home & Garden,Yoga Mat,5.0,134.9,1722988800000000000,CA,Overnight
C0463,Books,Running Shoes,3.0,11.76,1732406400000000000,CA,Express
C0064,Books,Lamp,2.0,199.99,1727222400000000000,NY,Standard
C0296,Electronics,Dumbbells,3.0,285.72,1704412800000000000,CA,Standard
C0015,Home & Garden,Tennis Racket,5.0,477.54,1720569600000000000,NY,Overnight
C0493,Sports,Cushion,4.0,305.16,1730160000000000000,CA,Overnight
C0227,Clothing,Magazine,5.0,299.26,1723248000000000000,CA,Standard
C0097,Home & Garden,Textbook,3.0,452.3,1708041600000000000,CA,Express
C0082,Sports,Yoga Mat,5.0,306.77,1726444800000000000,NY,Overnight
C0342,Home & Garden,Cookbook,4.0,54.28,1731283200000000000,NY,Standard
C0388,Home & Garden,Plant Pot,3.0,361.02,1707523200000000000,NY,Standard
C0216,Books,Textbook,4.0,249.97,1705881600000000000,CA,Overnight
C0322,Home & Garden,Textbook,4.0,407.06,1715472000000000000,CA,Standard
C0275,Books,Garden Tools,5.0,169.92,1724803200000000000,NY,Express
C0440,Books,Novel,3.0,346.09,1706400000000000000,NY,Standard
C0221,Clothing,Shoes,4.0,48.73,1723766400000000000,NY,Standard
C0364,Clothing,Textbook,4.0,15.95,1718668800000000000,CA,Express
C0372,Sports,Dumbbells,5.0,416.12,1733529600000000000,CA,Standard
C0131,Clothing,Dumbbells,2.0,138.24,1717718400000000000,NY,Standard
C0272,Home & Garden,Smartphone,3.0,209.83,1705276800000000000,NY,Standard
C0116,Sports,Monitor,4.0,21.91,1728604800000000000,CA,Standard
C0449,Sports,Jeans,3.0,241.21,1731628800000000000,NY,Standard
C0353,Clothing,T-Shirt,2.0,124.76,1708041600000000000,NY,Overnight
C0408,Clothing,Dumbbells,3.0,478.87,1732320000000000000,NY,Overnight
C0369,Books,T-Shirt,4.0,179.29,1715904000000000000,CA,Overnight
C0320,Home & Garden,Plant Pot,5.0,170.64,1718841600000000000,NY,Overnight
C0052,Electronics,Tablet,4.0,380.64,1717372800000000000,NY,Standard
C0073,Home & Garden,Rug,4.0,282.37,1724112000000000000,CA,Overnight
C0413,Clothing,Monitor,2.0,183.1,1727481600000000000,CA,Overnight
C0167,Clothing,Textbook,2.0,146.97,1730505600000000000,NY,Standard
C0022,Sports,Garden Tools,3.0,432.93,1704758400000000000,CA,Overnight
C0235,Home & Garden,Cushion,5.0,80.69,1722124800000000000,NY,Express
C0438,Books,Rug,2.0,300.39,1734393600000000000,NY,Standard
C0269,Books,Tablet,5.0,364.05,1733875200000000000,CA,Express
C0193,Clothing,Cushion,3.0,169.91,1725408000000000000,NY,Overnight
C0038,Sports,Laptop,3.0,337.31,1724457600000000000,NY,Standard
C0371,Home & Garden,Monitor,2.0,244.1,1704758400000000000,NY,Standard
C0409,Sports,Cookbook,4.0,342.4,1710460800000000000,NY,Express
C0483,Books,Tennis Racket,5.0,240.2,1720483200000000000,CA,Express
C0469,Books,Headphones,3.0,77.27,1724803200000000000,NY,Express
C0113,Electronics,Jacket,2.0,257.67,1722297600000000000,CA,Overnight
C0484,Electronics,Monitor,5.0,420.47,1718409600000000000,NY,Standard
C0319,Home & Garden,Cookbook,4.0,26.43,1725580800000000000,CA,Standard
C0198,Home & Garden,Novel,5.0,53.55,1707782400000000000,NY,Standard
C0055,Books,Garden Tools,4.0,371.46,1721174400000000000,NY,Express
C0260,Sports,Cookbook,3.0,307.78,1729209600000000000,CA,Express
C0462,Books,Shoes,2.0,219.04,1708387200000000000,CA,Standard
C0166,Home & Garden,Magazine,2.0,350.44,1704585600000000000,CA,Overnight
C0456,Home & Garden,Textbook,2.0,299.24,1704326400000000000,CA,Overnight
C0479,Books,Shoes,4.0,105.46,1716595200000000000,NY,Overnight
C0121,Books,T-Shirt,3.0,456.66,1707609600000000000,NY,Overnight
C0142,Clothing,Rug,2.0,341.63,1731801600000000000,NY,Overnight
C0201,Sports,Garden Tools,2.0,290.7,1717891200000000000,NY,Overnight
C0289,Clothing,Garden Tools,4.0,105.89,1709942400000000000,CA,Standard
C0421,Clothing,Rug,3.0,61.77,1704672000000000000,CA,Overnight
C0467,Clothing,Lamp,2.0,280.41,1711152000000000000,CA,Express
C0203,Electronics,Garden Tools,4.0,32.66,1706745600000000000,NY,Overnight
C0265,Clothing,Tennis Racket,2.0,353.5,1708992000000000000,NY,Express
C0465,Clothing,Rug,3.0,226.49,1710374400000000000,NY,Overnight
C0333,Clothing,Cookbook,3.0,167.14,1724544000000000000,NY,Standard
C0064,Books,Lamp,3.0,421.06,1715558400000000000,NY,Overnight
C0484,Electronics,Garden Tools,3.0,13.34,1705363200000000000,CA,Express
C0006,Clothing,Running Shoes,3.0,17.1,1707868800000000000,NY,Overnight
C0263,Electronics,Garden Tools,2.0,135.43,1713916800000000000,CA,Overnight
C0395,Electronics,Shoes,5.0,365.74,1707868800000000000,CA,Standard
C0470,Books,Tablet,2.0,438.44,1707264000000000000,CA,Express
C0427,Sports,T-Shirt,3.0,105.77,1717718400000000000,CA,Standard
C0451,Sports,Tennis Racket,4.0,400.08,1721779200000000000,NY,Standard
C0165,Clothing,Textbook,2.0,207.21,1728777600000000000,CA,Overnight
C0176,Books,Smartphone,5.0,297.86,1731283200000000000,NY,Overnight
C0178,Electronics,Jeans,2.0,38.61,1706918400000000000,NY,Standard
C0451,Home & Garden,Rug,4.0,404.16,1726185600000000000,NY,Express
C0370,Books,Shoes,3.0,446.46,1707350400000000000,NY,Express
C0468,Clothing,Laptop,5.0,443.75,1708300800000000000,CA,Overnight
C0292,Clothing,Headphones,5.0,295.16,1718150400000000000,NY,Standard
C0034,Home & Garden,Garden Tools,3.0,93.56,1734393600000000000,NY,Express
C0489,Home & Garden,Textbook,2.0,269.83,1722297600000000000,CA,Standard
C0110,Books,Jeans,5.0,460.87,1712448000000000000,CA,Standard
C0090,Sports,Textbook,4.0,398.27,1711238400000000000,NY,Standard
C0486,Home & Garden,Novel,4.0,30.81,1705968000000000000,NY,Express
C0077,Clothing,Tennis Racket,2.0,252.93,1725321600000000000,CA,Standard
C0185,Clothing,Yoga Mat,3.0,160.13,1711929600000000000,NY,Express
C0032,Home & Garden,Headphones,2.0,259.4,1715731200000000000,CA,Standard
C0422,Books,Headphones,4.0,118.8,1709510400000000000,CA,Express
C0489,Home & Garden,Novel,4.0,100.06,1707696000000000000,CA,Standard
C0322,Books,Yoga Mat,4.0,175.37,1712707200000000000,CA,Overnight
C0035,Books,Tablet,4.0,237.8,1730160000000000000,CA,Overnight
C0449,Sports,Running Shoes,3.0,431.24,1729123200000000000,CA,Overnight
C0203,Clothing,Magazine,3.0,265.25,1725235200000000000,CA,Standard
C0419,Books,Lamp,4.0,96.4,1708819200000000000,CA,Standard
C0323,Electronics,Laptop,2.0,456.25,1734739200000000000,NY,Overnight
C0034,Clothing,Basketball,3.0,281.58,1726272000000000000,NY,Overnight
C0338,Electronics,Dumbbells,5.0,107.78,1729900800000000000,NY,Overnight
C0357,Electronics,Rug,4.0,31.05,1722297600000000000,CA,Express
C0124,Electronics,Hat,3.0,348.5,1724630400000000000,NY,Standard
C0232,Electronics,Cookbook,3.0,107.5,1714176000000000000,CA,Overnight
C0161,Sports,Magazine,2.0,464.03,1707868800000000000,CA,Standard
C0424,Home & Garden,Cushion,4.0,332.96,1724198400000000000,NY,Overnight
C0006,Books,Cookbook,4.0,152.78,1718668800000000000,CA,Standard
C0361,Electronics,Shoes,4.0,426.54,1731110400000000000,CA,Overnight
C0447,Electronics,T-Shirt,3.0,87.97,1707350400000000000,CA,Express
C0128,Home & Garden,Cushion,2.0,10.09,1716422400000000000,CA,Express
C0083,Electronics,Lamp,2.0,481.04,1706400000000000000,CA,Overnight
C0448,Home & Garden,Basketball,4.0,204.44,1730678400000000000,NY,Overnight
C0236,Home & Garden,Yoga Mat,2.0,82.37,1725753600000000000,NY,Overnight
C0454,Books,Smartphone,5.0,414.89,1719705600000000000,CA,Express
C0282,Sports,Cookbook,2.0,332.56,1717977600000000000,NY,Express
C0254,Books,Hat,2.0,444.99,1726012800000000000,CA,Express
C0358,Sports,Monitor,4.0,376.46,1711843200000000000,CA,Standard
C0030,Clothing,Cushion,2.0,360.65,1721692800000000000,CA,Overnight
C0210,Books,Cookbook,4.0,150.71,1707523200000000000,CA,Express
C0368,Books,Basketball,3.0,156.88,1730332800000000000,CA,Overnight
C0292,Electronics,Magazine,3.0,376.77,1706054400000000000,CA,Standard
C0251,Books,Cookbook,3.0,78.04,1728604800000000000,NY,Overnight
C0118,Electronics,Cushion,3.0,314.42,1727827200000000000,NY,Overnight
C0270,Home & Garden,Rug,5.0,238.78,1722643200000000000,NY,Overnight
C0332,Electronics,Cookbook,5.0,123.67,1705536000000000000,NY,Standard
C0427,Books,Garden Tools,2.0,233.74,1718409600000000000,NY,Standard
C0008,Electronics,Tablet,4.0,330.57,1705449600000000000,NY,Express
C0220,Clothing,Running Shoes,3.0,371.06,1725667200000000000,NY,Overnight
C0163,Home & Garden,Garden Tools,5.0,220.09,1734134400000000000,NY,Overnight
C0350,Clothing,T-Shirt,5.0,188.33,1728345600000000000,NY,Standard
C0437,Home & Garden,Tablet,2.0,347.86,1719792000000000000,NY,Overnight
C0199,Books,Novel,4.0,128.2,1729123200000000000,CA,Standard
C0200,Books,Smartphone,2.0,155.36,1714780800000000000,CA,Express
C0018,Clothing,Yoga Mat,2.0,123.87,1733011200000000000,NY,Overnight
C0034,Electronics,Novel,3.0,324.83,1714176000000000000,CA,Express
C0010,Clothing,Jeans,2.0,218.09,1723507200000000000,NY,Express
C0013,Books,Cushion,5.0,262.02,1732406400000000000,NY,Overnight
C0061,Electronics,Dumbbells,3.0,361.99,1719273600000000000,NY,Express
C0204,Sports,Shoes,4.0,163.64,1718841600000000000,CA,Standard
C0260,Electronics,Yoga Mat,2.0,119.11,1723766400000000000,NY,Standard
C0224,Electronics,Jacket,4.0,78.66,1706832000000000000,CA,Express
C0411,Electronics,Basketball,5.0,16.72,1706313600000000000,CA,Express
C0062,Electronics,Cushion,5.0,126.71,1717545600000000000,CA,Express
C0473,Books,Jacket,2.0,363.11,1725926400000000000,CA,Standard
C0222,Home & Garden,Jeans,4.0,471.74,1718236800000000000,NY,Overnight
C0213,Electronics,Magazine,4.0,434.7,1711843200000000000,NY,Overnight
C0238,Clothing,Jeans,5.0,85.76,1733788800000000000,NY,Overnight
C0471,Home & Garden,Cushion,4.0,451.59,1710201600000000000,NY,Overnight
C0086,Clothing,T-Shirt,5.0,283.77,1729987200000000000,NY,Overnight
C0244,Electronics,Cushion,2.0,72.36,1714953600000000000,NY,Overnight
C0138,Electronics,Smartphone,2.0,428.52,1707782400000000000,CA,Standard
C0127,Electronics,Yoga Mat,2.0,166.4,1732147200000000000,CA,Standard
C0231,Home & Garden,Plant Pot,2.0,304.01,1727222400000000000,NY,Standard
C0482,Home & Garden,Rug,2.0,133.45,1734307200000000000,NY,Express
C0268,Home & Garden,Lamp,5.0,489.26,1735516800000000000,CA,Overnight
C0394,Clothing,Rug,4.0,324.15,1729123200000000000,NY,Express
C0233,Books,Tennis Racket,5.0,378.28,1724025600000000000,CA,Express
C0090,Clothing,Dumbbells,4.0,230.71,1709683200000000000,NY,Express
C0014,Sports,Lamp,5.0,368.71,1721952000000000000,CA,Standard
C0424,Clothing,Cookbook,3.0,285.06,1722038400000000000,CA,Express
C0443,Books,Cookbook,2.0,49.89,1734912000000000000,NY,Express
C0270,Home & Garden,Cushion,2.0,13.13,1730073600000000000,NY,Express
C0479,Sports,Cookbook,5.0,226.85,1714089600000000000,CA,Standard
C0436,Sports,Tennis Racket,2.0,346.25,1715558400000000000,CA,Overnight
C0142,Sports,Rug,2.0,338.33,1705104000000000000,NY,Standard
C0257,Electronics,Basketball,4.0,143.15,1733616000000000000,NY,Express
C0406,Sports,Novel,5.0,477.76,1721952000000000000,CA,Standard
C0409,Books,Headphones,5.0,317.79,1705622400000000000,NY,Express
C0076,Books,Smartphone,4.0,56.49,1717632000000000000,NY,Overnight
C0491,Sports,Cookbook,5.0,214.53,1715904000000000000,CA,Express
C0484,Home & Garden,Monitor,3.0,212.81,1735171200000000000,CA,Express
C0282,Clothing,Hat,3.0,374.67,1717372800000000000,CA,Overnight
C0482,Sports,Tablet,3.0,420.96,1718409600000000000,CA,Standard
C0402,Electronics,Garden Tools,5.0,363.75,1733616000000000000,NY,Express
C0445,Clothing,Lamp,5.0,458.91,1726531200000000000,CA,Standard
C0002,Books,Running Shoes,3.0,321.96,1719100800000000000,NY,Express
C0049,Electronics,Shoes,4.0,148.1,1706659200000000000,CA,Overnight
C0129,Sports,Tennis Racket,3.0,84.55,1711756800000000000,NY,Standard
C0379,Home & Garden,Basketball,2.0,230.77,1704326400000000000,NY,Express
C0342,Electronics,Jacket,4.0,189.97,1723852800000000000,CA,Express
C0298,Electronics,T-Shirt,4.0,15.86,1713571200000000000,CA,Standard
C0001,Books,Dumbbells,4.0,490.46,1706918400000000000,NY,Express
C0369,Sports,Monitor,5.0,36.46,1709942400000000000,NY,Overnight
C0023,Clothing,Tablet,3.0,50.24,1710115200000000000,CA,Overnight
C0162,Sports,Tablet,3.0,301.22,1734652800000000000,CA,Standard
C0122,Sports,Headphones,2.0,334.14,1726704000000000000,NY,Standard
C0198,Electronics,Basketball,3.0,142.88,1707177600000000000,CA,Express
C0180,Sports,Basketball,4.0,13.82,1720137600000000000,NY,Standard
C0193,Books,Cushion,4.0,392.98,1719446400000000000,CA,Standard
C0029,Books,Smartphone,3.0,151.5,1707523200000000000,NY,Overnight
C0154,Sports,Jeans,3.0,259.35,1706054400000000000,NY,Standard
C0401,Electronics,Textbook,4.0,256.93,1721088000000000000,NY,Express
C0387,Home & Garden,Jacket,4.0,408.57,1713571200000000000,CA,Overnight
C0416,Home & Garden,Textbook,3.0,67.24,1727827200000000000,CA,Standard
C0434,Clothing,Monitor,5.0,490.78,1719187200000000000,NY,Express
C0230,Books,Rug,2.0,471.28,1734220800000000000,NY,Express
C0166,Home & Garden,Dumbbells,5.0,176.49,1732665600000000000,CA,Overnight
C0073,Books,Dumbbells,4.0,284.06,1731369600000000000,NY,Express
C0006,Electronics,Jacket,2.0,490.83,1712188800000000000,CA,Standard
C0011,Books,Rug,3.0,328.23,1707091200000000000,CA,Overnight
C0488,Electronics,Basketball,3.0,80.09,1711929600000000000,CA,Express
C0295,Sports,Yoga Mat,4.0,423.97,1725753600000000000,NY,Overnight
C0224,Clothing,Tablet,5.0,291.26,1732492800000000000,NY,Express
C0472,Clothing,T-Shirt,4.0,12.24,1709424000000000000,CA,Standard
C0031,Sports,Headphones,3.0,451.17,1705968000000000000,CA,Standard
C0231,Electronics,Novel,3.0,221.99,1724976000000000000,NY,Express
C0225,Books,Yoga Mat,5.0,481.35,1719964800000000000,NY,Express
C0131,Clothing,Plant Pot,2.0,192.37,1731456000000000000,NY,Express
C0233,Electronics,Headphones,2.0,343.82,1705276800000000000,CA,Express
C0403,Home & Garden,Garden Tools,2.0,165.5,1732579200000000000,CA,Overnight
C0303,Home & Garden,Cookbook,5.0,215.07,1707782400000000000,CA,Overnight
C0442,Clothing,Monitor,4.0,271.22,1729555200000000000,NY,Overnight
C0356,Electronics,Magazine,4.0,116.55,1706313600000000000,NY,Express
C0289,Electronics,Cookbook,5.0,272.83,1710460800000000000,NY,Overnight
C0444,Books,Rug,3.0,296.12,1712361600000000000,NY,Overnight
C0064,Home & Garden,Hat,4.0,289.08,1721865600000000000,NY,Overnight
C0403,Books,Basketball,2.0,225.8,1727740800000000000,CA,Express
C0295,Electronics,Tablet,4.0,19.71,1734134400000000000,CA,Overnight
C0053,Books,Jeans,4.0,417.31,1709078400000000000,NY,Express
C0096,Electronics,Smartphone,3.0,367.42,1734912000000000000,CA,Overnight
C0452,Books,Tablet,5.0,351.61,1722297600000000000,CA,Overnight
C0398,Books,Yoga Mat,3.0,352.73,1709424000000000000,CA,Overnight
